_id,MISSION,MISSION STATEMENT,GOAL,GOAL STATEMENT,ACTION,ACTION STATEMENT,PROGRAMME,REPORT SUMMARY,Action Formal Stakeholder,Formal Stakeholder,Action Category,Report Category,Action Labels,Report Labels,Insert Datetime
684997d89b5e602eb0073140,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,Agri-Food Businesses,United States Agency For International Development,Processors,Research And Regulatory,Processors 002,International organisation 023,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073141,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,Agri-Food Businesses,United States Agency For International Development,Processors,Research And Regulatory,Processors 002,International organisation 023,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073142,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,Agri-Food Businesses,United States Agency For International Development,Processors,Research And Regulatory,Processors 002,International organisation 023,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073143,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,Agri-Food Businesses,United Arab Emirates,Processors,Research And Regulatory,Processors 002,International organisation 018,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073144,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,Agri-Food Businesses,United Arab Emirates,Processors,Research And Regulatory,Processors 002,International organisation 018,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073145,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,Agri-Food Businesses,United Arab Emirates,Processors,Research And Regulatory,Processors 002,International organisation 018,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073146,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through partnerships in climate resilience initiatives.,Agri-Food Businesses,Sustainable Food Systems Ireland,Processors,International Organisation,Processors 002,Research and Regulatory 085,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073147,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through partnerships in climate resilience initiatives.,Agri-Food Businesses,Sustainable Food Systems Ireland,Processors,International Organisation,Processors 002,Research and Regulatory 085,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073148,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through partnerships in climate resilience initiatives.,Agri-Food Businesses,Sustainable Food Systems Ireland,Processors,International Organisation,Processors 002,Research and Regulatory 085,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073149,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,New Zealand’S Ministry For Primary Industries,Processors,International Organisation,Processors 002,International organisation 016,2025-06-11T15:51:04.974Z
684997d89b5e602eb007314a,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,New Zealand’S Ministry For Primary Industries,Processors,International Organisation,Processors 002,International organisation 016,2025-06-11T15:51:04.974Z
684997d89b5e602eb007314b,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,New Zealand’S Ministry For Primary Industries,Processors,International Organisation,Processors 002,International organisation 016,2025-06-11T15:51:04.974Z
684997d89b5e602eb007314c,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Teagasc is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,Teagasc The Agriculture And Food Development Authority,Processors,Research And Regulatory,Processors 002,Semi-state agency 012,2025-06-11T15:51:04.974Z
684997d89b5e602eb007314d,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Teagasc is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,Teagasc The Agriculture And Food Development Authority,Processors,Research And Regulatory,Processors 002,Semi-state agency 012,2025-06-11T15:51:04.974Z
684997d89b5e602eb007314e,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Teagasc is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,Teagasc The Agriculture And Food Development Authority,Processors,Research And Regulatory,Processors 002,Semi-state agency 012,2025-06-11T15:51:04.974Z
684997d89b5e602eb007314f,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,University College Cork is actively involved in research projects funded under the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,University College Cork,Processors,International Organisation,Processors 002,Research and Regulatory 091,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073150,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,University College Cork is actively involved in research projects funded under the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,University College Cork,Processors,International Organisation,Processors 002,Research and Regulatory 091,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073151,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,University College Cork is actively involved in research projects funded under the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,University College Cork,Processors,International Organisation,Processors 002,Research and Regulatory 091,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073152,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in climate and agriculture research initiatives.,Agri-Food Businesses,University College Dublin,Processors,Semi-State Agency,Processors 002,Research and Regulatory 092,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073153,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in climate and agriculture research initiatives.,Agri-Food Businesses,University College Dublin,Processors,Semi-State Agency,Processors 002,Research and Regulatory 092,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073154,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Actively involved in climate and agriculture research initiatives.,Agri-Food Businesses,University College Dublin,Processors,Semi-State Agency,Processors 002,Research and Regulatory 092,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073155,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Trinity College Dublin is actively involved in climate and agriculture research projects funded under the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,Trinity College Dublin,Processors,Research And Regulatory,Processors 002,Research and Regulatory 089,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073156,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Trinity College Dublin is actively involved in climate and agriculture research projects funded under the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,Trinity College Dublin,Processors,Research And Regulatory,Processors 002,Research and Regulatory 089,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073157,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Trinity College Dublin is actively involved in climate and agriculture research projects funded under the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,Trinity College Dublin,Processors,Research And Regulatory,Processors 002,Research and Regulatory 089,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073158,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Dublin City University is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,Dublin City University,Processors,Research And Regulatory,Processors 002,Research and Regulatory 028,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073159,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Dublin City University is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,Dublin City University,Processors,Research And Regulatory,Processors 002,Research and Regulatory 028,2025-06-11T15:51:04.974Z
684997d89b5e602eb007315a,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Dublin City University is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,Dublin City University,Processors,Research And Regulatory,Processors 002,Research and Regulatory 028,2025-06-11T15:51:04.974Z
684997d89b5e602eb007315b,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,Irish Cattle Breeding Federation,Processors,Research And Regulatory,Processors 002,Research and Regulatory 050,2025-06-11T15:51:04.974Z
684997d89b5e602eb007315c,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,Irish Cattle Breeding Federation,Processors,Research And Regulatory,Processors 002,Research and Regulatory 050,2025-06-11T15:51:04.974Z
684997d89b5e602eb007315d,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Agri-Food Businesses,Irish Cattle Breeding Federation,Processors,Research And Regulatory,Processors 002,Research and Regulatory 050,2025-06-11T15:51:04.974Z
684997d89b5e602eb007315e,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Farmers are actively involved in the programme through initiatives aimed at supporting sustainable practices and mitigating climate change impacts in agriculture.,Agri-Food Businesses,Farmers,Processors,Research And Regulatory,Processors 002,Producers 008,2025-06-11T15:51:04.974Z
684997d89b5e602eb007315f,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Farmers are actively involved in the programme through initiatives aimed at supporting sustainable practices and mitigating climate change impacts in agriculture.,Agri-Food Businesses,Farmers,Processors,Research And Regulatory,Processors 002,Producers 008,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073160,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Farmers are actively involved in the programme through initiatives aimed at supporting sustainable practices and mitigating climate change impacts in agriculture.,Agri-Food Businesses,Farmers,Processors,Research And Regulatory,Processors 002,Producers 008,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073161,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Smallholder farmers are actively involved in initiatives aimed at transforming food systems to be more climate resilient and providing adequate income.,Agri-Food Businesses,Smallholder Farmers,Processors,Research And Regulatory,Processors 002,Producers 027,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073162,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Smallholder farmers are actively involved in initiatives aimed at transforming food systems to be more climate resilient and providing adequate income.,Agri-Food Businesses,Smallholder Farmers,Processors,Research And Regulatory,Processors 002,Producers 027,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073163,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Smallholder farmers are actively involved in initiatives aimed at transforming food systems to be more climate resilient and providing adequate income.,Agri-Food Businesses,Smallholder Farmers,Processors,Research And Regulatory,Processors 002,Producers 027,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073164,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Female farmers are actively involved in initiatives aimed at transforming food systems to become more climate resilient and promoting their income through sustainable practices.,Agri-Food Businesses,Female Farmers,Processors,Producers,Processors 002,Producers 009,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073165,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Female farmers are actively involved in initiatives aimed at transforming food systems to become more climate resilient and promoting their income through sustainable practices.,Agri-Food Businesses,Female Farmers,Processors,Producers,Processors 002,Producers 009,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073166,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Female farmers are actively involved in initiatives aimed at transforming food systems to become more climate resilient and promoting their income through sustainable practices.,Agri-Food Businesses,Female Farmers,Processors,Producers,Processors 002,Producers 009,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073167,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in the Agricultural Innovation Mission for Climate initiative and related research efforts.,European Union,Agricultural Innovation Mission For Climate,Processors,Producers,International organisation 008,Research and Regulatory 006,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073168,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in the Agricultural Innovation Mission for Climate initiative and related research efforts.,European Union,Agricultural Innovation Mission For Climate,Processors,Producers,International organisation 008,Research and Regulatory 006,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073169,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Actively involved in the Agricultural Innovation Mission for Climate initiative and related research efforts.,European Union,Agricultural Innovation Mission For Climate,Processors,Producers,International organisation 008,Research and Regulatory 006,2025-06-11T15:51:04.974Z
684997d89b5e602eb007316a,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,European Union,United States Agency For International Development,International Organisation,Producers,International organisation 008,International organisation 023,2025-06-11T15:51:04.974Z
684997d89b5e602eb007316b,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,European Union,United States Agency For International Development,International Organisation,Producers,International organisation 008,International organisation 023,2025-06-11T15:51:04.974Z
684997d89b5e602eb007316c,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,European Union,United States Agency For International Development,International Organisation,Producers,International organisation 008,International organisation 023,2025-06-11T15:51:04.974Z
684997d89b5e602eb007316d,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,European Union,United Arab Emirates,International Organisation,Research And Regulatory,International organisation 008,International organisation 018,2025-06-11T15:51:04.974Z
684997d89b5e602eb007316e,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,European Union,United Arab Emirates,International Organisation,Research And Regulatory,International organisation 008,International organisation 018,2025-06-11T15:51:04.974Z
684997d89b5e602eb007316f,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 2,"A Strategic Funding Approach for Research, Development and Innovation",MISSION 4 GOAL 2 ACTION 1,Maintain publicly-funded research in  agri-food at an appropriate funding  level.,Ireland – New Zealand Joint Research Initiative,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,European Union,United Arab Emirates,International Organisation,Research And Regulatory,International organisation 008,International organisation 018,2025-06-11T15:51:04.974Z
