MISSION,MISSION STATEMENT,GOAL,GOAL STATEMENT,ACTION,ACTION STATEMENT,PROGRAMME,REPORT SUMMARY,Action Formal Stakeholder,Formal Stakeholder,Action Category,Report Category
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through a partnership with the Irish Government agencies.,Biorbic Sfi Bioeconomy Research Centre,Sustainable Food Systems Ireland,Research And Regulatory,Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,New Zealand’S Ministry For Primary Industries,Research And Regulatory,International Organisation
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,New Zealand’S Ministry For Primary Industries,Research And Regulatory,International Organisation
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,New Zealand’S Ministry For Primary Industries,Research And Regulatory,International Organisation
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Teagasc is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,Teagasc The Agriculture And Food Development Authority,Research And Regulatory,Semi-State Agency
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Teagasc is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,Teagasc The Agriculture And Food Development Authority,Research And Regulatory,Semi-State Agency
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Teagasc is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,Teagasc The Agriculture And Food Development Authority,Research And Regulatory,Semi-State Agency
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,University College Cork is actively involved in climate and agriculture research projects funded under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,University College Cork,Research And Regulatory,Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,University College Cork is actively involved in climate and agriculture research projects funded under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,University College Cork,Research And Regulatory,Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,University College Cork is actively involved in climate and agriculture research projects funded under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,University College Cork,Research And Regulatory,Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,University College Dublin,Research And Regulatory,Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,University College Dublin,Research And Regulatory,Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,University College Dublin,Research And Regulatory,Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Trinity College Dublin is actively involved in climate and agriculture research projects funded under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,Trinity College Dublin,Research And Regulatory,Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Trinity College Dublin is actively involved in climate and agriculture research projects funded under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,Trinity College Dublin,Research And Regulatory,Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Trinity College Dublin is actively involved in climate and agriculture research projects funded under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,Trinity College Dublin,Research And Regulatory,Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Dublin City University is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,Dublin City University,Research And Regulatory,Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Dublin City University is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,Dublin City University,Research And Regulatory,Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Dublin City University is actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,Dublin City University,Research And Regulatory,Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,Irish Cattle Breeding Federation,Research And Regulatory,Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,Irish Cattle Breeding Federation,Research And Regulatory,Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved in climate and agriculture research projects under the Ireland – New Zealand Joint Research Initiative.,Biorbic Sfi Bioeconomy Research Centre,Irish Cattle Breeding Federation,Research And Regulatory,Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Actively involved in promoting and supporting the Origin Green programme through sustainability initiatives and events.,Bord Bia The Irish Food Board,Bord Bia The Irish Food Board,"Branding, Marketing And Distribution","Branding, Marketing And Distribution"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Mabbett is involved as the independent verification authority assessing sustainability performance for the Origin Green programme.,Bord Bia The Irish Food Board,Mabbett,"Branding, Marketing And Distribution",Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Origin Green member companies implement the programme by achieving sustainability targets and being recognized as Gold Members.,Bord Bia The Irish Food Board,Origin Green Member Companies,"Branding, Marketing And Distribution","Branding, Marketing And Distribution"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Actively involved as Gold Members committed to sustainability in the Origin Green programme.,Bord Bia The Irish Food Board,Irish Farmers' Association,"Branding, Marketing And Distribution",Trade Association
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,"Small to medium-sized enterprises (SMEs) are actively involved in the Origin Green programme as Gold Members, showcasing their commitment to sustainability.",Bord Bia The Irish Food Board,Small And Medium Enterprises,"Branding, Marketing And Distribution",Sales And Retail
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Origin Green manufacturing members are actively involved in the programme by achieving Gold Membership for exceeding sustainability targets.,Bord Bia The Irish Food Board,Origin Green Manufacturing Members,"Branding, Marketing And Distribution","Branding, Marketing And Distribution"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Actively involved in discussions and presentations at the Origin Green Sustainability Seminar.,Bord Bia The Irish Food Board,Customer Retail And Foodservice Members,"Branding, Marketing And Distribution",Sales And Retail
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Actively involved in providing thought leadership presentations at the Origin Green Sustainability Seminar.,Bord Bia The Irish Food Board,Bord Bia The Irish Food Board,"Branding, Marketing And Distribution","Branding, Marketing And Distribution"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Origin Green implements the programme by awarding Gold Membership to companies exceeding sustainability targets.,"Department Of Agriculture, Food And The Marine",Origin Green,"Department Of Agriculture, Food And The Marine","Branding, Marketing And Distribution"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Origin Green implements the programme by awarding Gold Membership to companies exceeding sustainability targets.,"Department Of Agriculture, Food And The Marine",Mabbett,"Department Of Agriculture, Food And The Marine",Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Origin Green implements the programme by awarding Gold Membership to companies exceeding sustainability targets.,"Department Of Agriculture, Food And The Marine",Bord Bia The Irish Food Board,"Department Of Agriculture, Food And The Marine","Branding, Marketing And Distribution"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Origin Green implements the programme by awarding Gold Membership to companies exceeding sustainability targets.,"Department Of Agriculture, Food And The Marine",Small And Medium Enterprises,"Department Of Agriculture, Food And The Marine",Sales And Retail
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Origin Green implements the programme by awarding Gold Membership to companies exceeding sustainability targets.,"Department Of Agriculture, Food And The Marine",Irish Farmers' Association,"Department Of Agriculture, Food And The Marine",Trade Association
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Origin Green member companies are actively involved in the programme by achieving Gold Membership for exceeding sustainability targets.,Primary Producers,Origin Green Member Companies,Small Producers,"Branding, Marketing And Distribution"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Actively involved as Gold Members committed to sustainability in the Origin Green programme.,Primary Producers,Irish Farmers' Association,Small Producers,Trade Association
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,"Small to medium-sized enterprises (SMEs) are actively involved in the Origin Green programme as Gold Members, showcasing their commitment to sustainability.",Primary Producers,Small And Medium Enterprises,Small Producers,Sales And Retail
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Origin Green manufacturing members are actively involved in the programme by achieving Gold Membership for exceeding sustainability targets.,Primary Producers,Origin Green Manufacturing Members,Small Producers,"Branding, Marketing And Distribution"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Actively involved in the programme through participation in seminars and discussions on sustainability.,Primary Producers,Customer Retail And Foodservice Members,Small Producers,Sales And Retail
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Actively involved in providing thought leadership presentations at the Origin Green Sustainability Seminar.,Primary Producers,Bord Bia The Irish Food Board,Small Producers,"Branding, Marketing And Distribution"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Origin Green member companies are actively involved in the programme by achieving Gold Membership for exceeding sustainability targets.,Processors,Origin Green Member Companies,Processors,"Branding, Marketing And Distribution"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Mabbett is involved as the independent verification authority assessing sustainability targets for the Origin Green programme.,Processors,Mabbett,Processors,Research And Regulatory
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,"Irish food, drink and horticulture companies are actively involved in the Origin Green programme by achieving Gold Membership for exceeding sustainability targets.",Processors,Irish Farmers' Association,Processors,Trade Association
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,"Small to medium-sized enterprises (SMEs) are actively involved in the Origin Green programme as Gold Members, showcasing their commitment to sustainability.",Processors,Small And Medium Enterprises,Processors,Sales And Retail
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Origin Green manufacturing members are actively involved in the programme by achieving Gold Membership for exceeding sustainability targets.,Processors,Origin Green Manufacturing Members,Processors,"Branding, Marketing And Distribution"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Actively involved in the programme through participation in seminars and discussions on sustainability.,Processors,Customer Retail And Foodservice Members,Processors,Sales And Retail
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Actively involved in providing thought leadership presentations at the Origin Green Sustainability Seminar.,Processors,Bord Bia The Irish Food Board,Processors,"Branding, Marketing And Distribution"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Origin Green is actively involved in promoting sustainability among its member companies through the Gold Membership program.,State Agencies And Las,Origin Green Member Companies,State Agencies And Local Authorities,"Branding, Marketing And Distribution"
MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Origin Green,Origin Green is actively involved in promoting sustainability among its member companies through the Gold Membership program.,State Agencies And Las,Mabbett,State Agencies And Local Authorities,Research And Regulatory
