_id,Speaker,Topic Thoughts,Sentiment,Organization,Designation,Category,Labels,norm,topic,source,Insert Datetime
685e954d57f9330c8627ad4f,Mr. Eddie Punch,The speaker expresses concern over the complexity and frequent changes in nitrate regulations that farmers struggle to keep up with.,Oppose,Irish Cattle and Sheep Farmers' Association,General Secretary,Producers,Producers 018,producers018,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad50,Mr. Eddie Punch,"The speaker expresses concern about the complexity and frequency of changing nitrates regulations, which make compliance difficult for farmers.",Oppose,Irish Cattle and Sheep Farmers' Association,General Secretary,Producers,Producers 018,producers018,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad51,Mr. Eddie Punch,The speaker expresses concern that reducing nitrogen limits could negatively impact medium and smaller scale farmers.,Oppose,Irish Cattle and Sheep Farmers' Association,General Secretary,Producers,Producers 018,producers018,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad52,Mr. Eddie Punch,The speaker expresses concern that reducing nitrogen levels could negatively impact medium and smaller scale farmers.,Oppose,Irish Cattle and Sheep Farmers' Association,General Secretary,Producers,Producers 018,producers018,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad53,Mr. Eddie Punch,The speaker expresses concern that reducing nitrogen levels could harm medium and smaller scale farmers.,Oppose,Irish Cattle and Sheep Farmers' Association,General Secretary,Producers,Producers 018,producers018,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad54,Mr. Niall Matthews,The speaker believes that the nitrates derogation is essential for maintaining the viability of smaller family farms.,Support,Teagasc The Agriculture and Food Development Authority,Research Officer in the Rural Economy and Development Programme,Semi-state agency,Semi-state agency 012,semistateagency012,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad55,Mr. Niall Matthews,The speaker suggests that the nitrates derogation is crucial for the viability of smaller family farms.,Support,Teagasc The Agriculture and Food Development Authority,Research Officer in the Rural Economy and Development Programme,Semi-state agency,Semi-state agency 012,semistateagency012,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad56,Deputy Danny Healy-Rae,The speaker questions the focus on water pollution from farmers while highlighting the lack of treatment facilities in local communities.,Neutral,Dail Eireann,Deputy (TD),Dail Eireann,Dail Eireann 001,daileireann001,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad57,Mr. Breian Carroll,"The speaker expresses concern about the serious threat to farm succession due to income instability and lifestyle choices, emphasizing the need to attract the next generation to farming.",Neutral,Irish Creamery Milk Suppliers Association,Senior Policy Officer ,Trade Association,Trade Association 011,tradeassociation011,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad58,Mr. Breian Carroll,"The speaker expresses concern about the challenges of farm succession, highlighting the threat to the next generation taking over due to income instability and lifestyle choices.",Neutral,Irish Creamery Milk Suppliers Association,Senior Policy Officer ,Trade Association,Trade Association 011,tradeassociation011,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad59,Mr. Niall Matthews,The speaker advocates for the adoption of basic technologies like nutrient management plans and clover swards to improve nitrogen efficiency.,Support,Teagasc The Agriculture and Food Development Authority,Research Officer in the Rural Economy and Development Programme,Semi-state agency,Semi-state agency 012,semistateagency012,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad5a,Mr. Niall Matthews,The speaker advocates for the adoption of basic technologies and practices to improve nitrogen efficiency in agriculture.,Support,Teagasc The Agriculture and Food Development Authority,Research Officer in the Rural Economy and Development Programme,Semi-state agency,Semi-state agency 012,semistateagency012,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad5b,Mr. Denis Drennan,The speaker emphasizes the importance of managing slurry to minimize nutrient loss to water.,Support,Irish Creamery Milk Suppliers Association,Chairman,Trade Association,Trade Association 011,tradeassociation011,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad5c,Mr. Tadhg Buckley,The speaker emphasizes the need for a better understanding of water quality at a sub-catchment level rather than just at the catchment level.,Neutral,AIB,Head of Agriculture,Telecommunications and Financial Services,Telecommunications and Financial Services 001,telecommunicationsandfinancialservices001,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad5d,Deputy Joe Flaherty,"The speaker emphasizes the importance of addressing planning issues for farming and rural communities, particularly concerning the slurry issue.",Support,Fianna Fáil,Deputy (TD),Political Party,Political Party 002,politicalparty002,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad5e,Deputy Joe Flaherty,The speaker emphasizes the importance of addressing planning issues for farming and rural communities.,Support,Fianna Fáil,Deputy (TD),Political Party,Political Party 002,politicalparty002,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad5f,Senator Tim Lombard,"The speaker advocates for a streamlined approach to managing nitrates, questioning the involvement of multiple organizations and departments.",Neutral,Fine Gael,Senator,Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad60,Senator Tim Lombard,"The speaker advocates for a streamlined approach to managing nitrates, questioning the involvement of multiple organizations and departments.",Neutral,Fine Gael,Senator,Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad61,Mr. Denis Drennan,The speaker emphasizes the need for a catchment by catchment assessment to understand the specific issues related to nitrates rather than generalizing the problem.,Neutral,Irish Creamery Milk Suppliers Association,Chairman,Trade Association,Trade Association 011,tradeassociation011,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad62,Senator Tim Lombard,The speaker advocates for timely communication of water testing results to empower the farming community.,Support,Fine Gael,Senator,Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad63,Senator Tim Lombard,The speaker advocates for timely communication of water testing results to empower the farming community.,Support,Fine Gael,Senator,Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad64,Mr. Tadhg Buckley,"Water quality is crucial for both farmers and the community, and access to data on local water quality is currently inadequate.",Neutral,AIB,Head of Agriculture,Telecommunications and Financial Services,Telecommunications and Financial Services 001,telecommunicationsandfinancialservices001,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad65,Senator Tim Lombard,Tim Lombard believes farmers need timely information about water quality to effectively change their farming practices.,Support,Fine Gael,Senator,Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad66,Senator Tim Lombard,Tim Lombard believes farmers need timely information about water quality to effectively change their farming practices.,Support,Fine Gael,Senator,Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad67,Mr. Francie Gorman,The speaker expresses frustration over the handling of the nitrates action programme and the lack of engagement from political classes.,Oppose,Irish Farmers' Association,Chairman of the Farm Business Committee,Trade Association,Trade Association 013,tradeassociation013,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad68,Mr. Francie Gorman,The speaker expresses frustration over the handling of the nitrates action program and the lack of engagement from political leaders.,Oppose,Irish Farmers' Association,Chairman of the Farm Business Committee,Trade Association,Trade Association 013,tradeassociation013,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad69,Deputy Claire Kerrane,"The speaker emphasizes the need for a clear roadmap to improve water quality, indicating that responsibility should not solely fall on farmers.",Neutral,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad6a,Deputy Claire Kerrane,The speaker emphasizes the need for a clear roadmap to improve water quality that involves a wider response beyond just farmers.,Support,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad6b,Mr. Denis Drennan,"Farmers are willing to engage in measures to protect water quality, and practical actions at the farm level are necessary for improvement.",Support,Irish Creamery Milk Suppliers Association,Chairman,Trade Association,Trade Association 011,tradeassociation011,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad6c,Mr. Denis Drennan,"Farmers are willing to engage in measures to protect water quality, which should be practical and applicable at the farm level.",Support,Irish Creamery Milk Suppliers Association,Chairman,Trade Association,Trade Association 011,tradeassociation011,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad6d,Mr. John Enright,The speaker believes that making emissions regulations mandatory hinders financial support for farmers transitioning to low emissions practices.,Oppose,Irish Creamery Milk Suppliers Association,General Secretary,Trade Association,Trade Association 011,tradeassociation011,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad6e,Mr. Francie Gorman,"The speaker acknowledges the importance of water quality and supports measures for improvement, but highlights issues with scheme administration and funding.",Support,Irish Farmers' Association,Chairman of the Farm Business Committee,Trade Association,Trade Association 013,tradeassociation013,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad6f,Mr. Francie Gorman,"The speaker acknowledges the importance of water quality and supports measures for improvement, but highlights issues with scheme administration and funding.",Neutral,Irish Farmers' Association,Chairman of the Farm Business Committee,Trade Association,Trade Association 013,tradeassociation013,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad70,Mr. Francie Gorman,The speaker emphasizes the need for a clear plan to improve and stabilize water quality to secure derogation from the EU.,Support,Irish Farmers' Association,Chairman of the Farm Business Committee,Trade Association,Trade Association 013,tradeassociation013,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad71,Mr. Francie Gorman,The speaker emphasizes the need for a collaborative plan to improve and stabilize water quality to secure derogation.,Support,Irish Farmers' Association,Chairman of the Farm Business Committee,Trade Association,Trade Association 013,tradeassociation013,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad72,Mr. Francie Gorman,The speaker emphasizes the importance of maintaining water quality and believes that the agricultural sector is unfairly impacted by regulations.,Oppose,Irish Farmers' Association,Chairman of the Farm Business Committee,Trade Association,Trade Association 013,tradeassociation013,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad73,Mr. Francie Gorman,The speaker emphasizes the importance of maintaining water quality and the need for fair regulations that support farmers.,Support,Irish Farmers' Association,Chairman of the Farm Business Committee,Trade Association,Trade Association 013,tradeassociation013,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad74,Mr. Francie Gorman,The speaker believes that the regulations regarding nitrates are unacceptable as they threaten smaller family farms.,Oppose,Irish Farmers' Association,Chairman of the Farm Business Committee,Trade Association,Trade Association 013,tradeassociation013,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad75,Mr. Francie Gorman,The speaker believes that the regulations regarding nitrates are unacceptable as they threaten the viability of smaller family farms.,Oppose,Irish Farmers' Association,Chairman of the Farm Business Committee,Trade Association,Trade Association 013,tradeassociation013,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad76,Mr. Francie Gorman,The speaker believes that reducing the stocking rate will not significantly improve water quality and will financially penalize small family farmers.,Oppose,Irish Farmers' Association,Chairman of the Farm Business Committee,Trade Association,Trade Association 013,tradeassociation013,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad77,Mr. Denis Drennan,The speaker believes farmers are unfairly penalized for their emissions without receiving credit for their positive environmental actions.,Oppose,Irish Creamery Milk Suppliers Association,Chairman,Trade Association,Trade Association 011,tradeassociation011,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad78,Mr. Denis Drennan,The speaker believes that emissions regulations unfairly penalize small farmers without providing them credit for sustainable practices.,Oppose,Irish Creamery Milk Suppliers Association,Chairman,Trade Association,Trade Association 011,tradeassociation011,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad79,Senator Paul Daly,The speaker supports industry-led initiatives for water quality improvement and sees potential in collaborative projects.,Support,Fianna Fáil,Senator,Political Party,Political Party 002,politicalparty002,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad7a,Senator Paul Daly,The speaker supports industry-led initiatives for water quality improvement and sees potential in collaborative projects.,Support,Seanad Eireann,Senator,Seanad Eireann,Seanad Eireann 001,seanadeireann001,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad7b,Senator Paul Daly,The speaker supports industry-led initiatives for water quality improvement and sees potential in collaborative projects.,Support,Fianna Fáil,Senator,Political Party,Political Party 002,politicalparty002,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad7c,Senator Paul Daly,The speaker supports industry-led initiatives for water quality improvement and sees potential in collaborative projects.,Support,Seanad Eireann,Senator,Seanad Eireann,Seanad Eireann 001,seanadeireann001,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad7d,Dr. Liam Hanrahan,The speaker acknowledges the challenges of emissions in agriculture and highlights the need for efficient nutrient use.,Neutral,Teagasc The Agriculture and Food Development Authority,Research Officer in the Pig Development Department,Semi-state agency,Semi-state agency 012,semistateagency012,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad7e,Dr. Liam Hanrahan,The speaker advocates for improved water quality through comprehensive nutrient management and participation from all farmers.,Support,Teagasc The Agriculture and Food Development Authority,Research Officer in the Pig Development Department,Semi-state agency,Semi-state agency 012,semistateagency012,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad7f,Dr. Liam Hanrahan,The speaker emphasizes the importance of proper nutrient management and the involvement of all farmers in improving water quality.,Support,Teagasc The Agriculture and Food Development Authority,Research Officer in the Pig Development Department,Semi-state agency,Semi-state agency 012,semistateagency012,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad80,Dr. Liam Hanrahan,The speaker expresses concern that high nitrates issues are impacting the efficiency and viability of farming systems.,Oppose,Teagasc The Agriculture and Food Development Authority,Research Officer in the Pig Development Department,Semi-state agency,Semi-state agency 012,semistateagency012,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad81,Dr. Liam Hanrahan,The speaker expresses concern that high nitrates issues are impacting the efficiency and viability of farming operations.,Oppose,Teagasc The Agriculture and Food Development Authority,Research Officer in the Pig Development Department,Semi-state agency,Semi-state agency 012,semistateagency012,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad82,Dr. Liam Hanrahan,The speaker emphasizes the importance of maximizing nutrient use efficiency to avoid losses and inefficiencies in farming systems.,Support,Teagasc The Agriculture and Food Development Authority,Research Officer in the Pig Development Department,Semi-state agency,Semi-state agency 012,semistateagency012,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad83,Senator Tim Lombard,The speaker expresses concern about the impact of nitrates derogation on the economy and the farming community.,Oppose,Fine Gael,Senator,Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad84,Senator Tim Lombard,The speaker expresses concern about the impact of nitrates derogation on the economy and the farming community.,Oppose,Fine Gael,Senator,Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad85,Senator Tim Lombard,The speaker acknowledges the importance of addressing the nitrates derogation and its economic impact on the farming community.,Neutral,Fine Gael,Senator,Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad86,Senator Tim Lombard,The speaker acknowledges the importance of addressing the nitrates derogation and its economic impact on the farming community.,Neutral,Fine Gael,Senator,Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad87,Senator Tim Lombard,The speaker supports rural development by advocating for the protection of the family farm model to ensure economic viability and prevent negative impacts on the rural environment.,Support,Fine Gael,Senator,Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad88,Senator Tim Lombard,The speaker supports rural development by advocating for the protection of the family farm model to ensure economic viability and prevent negative impacts on the rural environment.,Support,Fine Gael,Senator,Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad89,Senator Tim Lombard,The speaker supports protecting the family farm model to ensure rural development and prevent negative economic impacts.,Support,Fine Gael,Senator,Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad8a,Senator Tim Lombard,The speaker supports protecting the family farm model to ensure rural development and prevent negative economic impacts.,Support,Fine Gael,Senator,Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad8b,Senator Tim Lombard,The speaker supports protecting the family farm model to ensure rural development and prevent negative impacts on the rural environment.,Support,Fine Gael,Senator,Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad8c,Senator Tim Lombard,The speaker supports protecting the family farm model to ensure rural development and prevent negative impacts on the rural environment.,Support,Fine Gael,Senator,Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad8d,Mr. Billy Cronin,The speaker supports the efficient use of nitrogen from slurry to reduce chemical fertiliser costs for farmers.,Support,Irish Creamery Milk Suppliers Association,Chairman of the Farm Services and Environment Committee,Trade Association,Trade Association 011,tradeassociation011,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad8e,Mr. Billy Cronin,The speaker supports nitrogen efficiency as a means to reduce chemical fertiliser use and increase value for farmers.,Support,Irish Creamery Milk Suppliers Association,Chairman of the Farm Services and Environment Committee,Trade Association,Trade Association 011,tradeassociation011,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad8f,Mr. Billy Cronin,The speaker emphasizes the importance of water quality management in farming practices.,Support,Irish Creamery Milk Suppliers Association,Chairman of the Farm Services and Environment Committee,Trade Association,Trade Association 011,tradeassociation011,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad90,Mr. Dale Crammond,The speaker acknowledges the need to address water quality challenges in collaboration with the dairy industry.,Support,"Department of Agriculture, Food and the Marine",Climate Change and Bioenergy Policy Division,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad91,Dr. Sean McCarthy,"The speaker emphasizes the low carbon intensity of their dairy system, which is linked to their grass-based grazing approach.",Support,Hyperion Ltd,Managing Director,Research and Regulatory,Research and Regulatory 045,researchandregulatory045,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad92,Dr. Sean McCarthy,The speaker emphasizes the low carbon intensity of their dairy operations due to a good grass-based grazing system.,Support,Hyperion Ltd,Managing Director,Research and Regulatory,Research and Regulatory 045,researchandregulatory045,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad93,Mr. Thomas Ryan,The speaker supports setting carbon reduction targets aligned with the science-based target initiative.,Support,Irish Farmers' Association,Director of the Environmental and Rural Affairs,Trade Association,Trade Association 013,tradeassociation013,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad94,Mr. Conor Mulvihill,The speaker acknowledges agriculture as a significant pressure on water quality but emphasizes the need for a balanced understanding of all contributing factors.,Neutral,Dairy Industry Ireland,Director,Trade Association,Trade Association 005,tradeassociation005,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad95,Mr. Conor Mulvihill,The speaker acknowledges agriculture as a significant pressure on water quality but emphasizes the need for a balanced understanding of the issue.,Neutral,Dairy Industry Ireland,Director,Trade Association,Trade Association 005,tradeassociation005,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad96,Mr. Thomas Ryan,The speaker advocates for farmers to have a nutrient-use score to effectively reduce their carbon footprint.,Support,Irish Farmers' Association,Director of the Environmental and Rural Affairs,Trade Association,Trade Association 013,tradeassociation013,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad97,Dr. Sean McCarthy,The speaker emphasizes the need to manage water quality risks on individual farms carefully.,Neutral,Hyperion Ltd,Managing Director,Research and Regulatory,Research and Regulatory 045,researchandregulatory045,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad98,Deputy Dara Calleary,"The speaker expresses concern about the economic competitiveness of start-ups in comparison to other regions, highlighting the need for better support and awareness of taxation impacts.",Neutral,Fianna Fáil,"Deputy (TD), Deputy Leader",Political Party,Political Party 002,politicalparty002,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad99,Deputy Richard Bruton,The speaker believes that economic competitiveness is essential and views developments in Northern Ireland as beneficial rather than concerning.,Support,Fine Gael,Deputy (TD),Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad9a,(Deputy Richard Bruton),The speaker acknowledges the complexities of economic viability in the context of Irish unification but emphasizes the need for enhanced economic engagement across the island.,Support,Fine Gael,"Deputy (TD), Former Minister for Communications, Climate Action and Environment",Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad9b,Deputy Richard Bruton,The speaker supports bottom-up regional development initiatives that involve local stakeholders to achieve transformative objectives.,Support,Fine Gael,Deputy (TD),Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad9c,Deputy Peadar Tóibín,"The speaker believes that the government's focus on labor costs and taxation is misguided, as the real issues affecting economic viability are higher energy, insurance, local charges, and legal fees compared to European counterparts.",Oppose,Aontú,"Deputy (TD), Leader",Political Party,Political Party 001,politicalparty001,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad9d,Deputy Seán Ó Fearghaíl,The speaker emphasizes the need for agreements to support local economies and avoid displacing local industries.,Support,Dail Eireann,Ceann Comhairle (Speaker of Dail Eireann),Dail Eireann,Dail Eireann 001,daileireann001,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad9e,Deputy Seán Ó Fearghaíl,The speaker emphasizes the need for agreements to support local economies rather than displace them.,Support,Dail Eireann,Ceann Comhairle (Speaker of Dail Eireann),Dail Eireann,Dail Eireann 001,daileireann001,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ad9f,Deputy Seán Ó Fearghaíl,The speaker emphasizes the need for agreements to support local economies and avoid displacing local producers.,Support,Dail Eireann,Ceann Comhairle (Speaker of Dail Eireann),Dail Eireann,Dail Eireann 001,daileireann001,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ada0,Deputy Seán Crowe,"The speaker opposes economic partnership agreements as they can lead to negative consequences for workers, farmers, and the poor.",Oppose,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ada1,Deputy Seán Crowe,The speaker opposes economic partnership agreements as they can be exploitative and detrimental to economic viability for workers and farmers.,Oppose,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ada2,Deputy Seán Crowe,The speaker opposes economic partnership agreements due to their exploitative nature and negative consequences for workers and farmers.,Oppose,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ada3,"Minister for Agriculture, Food and the Marine (Deputy Simon Coveney)","The speaker supports rural development through the GLAS scheme, highlighting its positive initial response and anticipated applications.",Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ada4,"Minister for Agriculture, Food and the Marine (Deputy Simon Coveney)","The speaker supports rural development initiatives through the GLAS scheme, highlighting its positive initial response and anticipated application submissions.",Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ada5,"Minister for Agriculture, Food and the Marine (Deputy Simon Coveney)","The speaker supports rural development through the GLAS scheme, highlighting its positive initial response and anticipated application submissions.",Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","departmentofagriculture,foodandthemarine004",live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ada6,Deputy Simon Coveney,"The speaker supports rural development through targeted agricultural modernization schemes, particularly for the poultry sector.",Support,Fine Gael,"Deputy (TD), Deputy Leader and Spokesperson on Foreign Affairs and Trade with Special Responsibility for Brexit",Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ada7,Deputy Simon Coveney,"The speaker supports targeted agricultural modernization schemes to enhance rural development, particularly in the poultry sector.",Support,Fine Gael,"Deputy (TD), Deputy Leader and Spokesperson on Foreign Affairs and Trade with Special Responsibility for Brexit",Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ada8,Deputy Martin Ferris,The speaker supports funding to ensure the economic viability of family-run poultry farms.,Support,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627ada9,Deputy Martin Ferris,"Funding is essential for the survival of the poultry industry, and €5 million per annum would provide good value.",Support,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627adaa,Deputy Martin Ferris,The speaker emphasizes the importance of the poultry industry to local communities and supports the Minister's plans to open the funding scheme.,Support,Sinn Féin,Deputy (TD),Political Party,Political Party 009,politicalparty009,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627adab,Deputy Simon Coveney,The speaker acknowledges the challenge of producing more while mitigating emissions through sustainable intensification.,Neutral,Fine Gael,"Deputy (TD), Deputy Leader and Spokesperson on Foreign Affairs and Trade with Special Responsibility for Brexit",Political Party,Political Party 003,politicalparty003,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
685e954d57f9330c8627adac,The Tánaiste,The speaker emphasizes the importance of community welfare services in addressing homelessness and securing accommodation for families.,Support,Government of Ireland,"Deputy (TD), The Tánaiste (Deputy Prime Minister)",Government of Ireland,Government of Ireland 001,governmentofireland001,live,Sentiment Analysis,2025-06-27T13:57:49.276Z
